*tech,year,sc_point_gid,capacity
upv_2,2027,108581,2.3
upv_4,2027,108924,0.5
upv_4,2027,108925,0.5
upv_4,2027,109597,0.4
upv_4,2027,110290,0.5
upv_4,2027,110291,0.7
upv_3,2027,110963,0.4
upv_4,2027,110975,1.1
upv_5,2027,110990,0.9
upv_3,2027,111097,1.5
upv_3,2027,111098,1.9
upv_4,2027,111672,0.9
upv_5,2027,111673,0.9
upv_5,2027,111674,0.9
upv_3,2027,111758,0.4
upv_4,2027,112349,0.9
upv_3,2027,112441,0.9
upv_4,2027,113714,1.0
upv_4,2027,115072,0.8
upv_4,2027,115078,1.0
upv_4,2027,115756,0.9
upv_4,2027,119988,1.5
upv_4,2027,126136,0.1
upv_5,2027,126819,5.4
upv_5,2027,136324,10.0
upv_2,2027,136574,0.5
upv_2,2027,136577,1.0
upv_2,2027,137258,0.5
upv_5,2027,141129,3.0
upv_5,2027,142480,21.0
upv_5,2027,145942,3.7
upv_5,2027,147968,0.2
upv_5,2027,158237,3.0
upv_4,2027,191310,25.0
upv_2,2028,52863,0.4
upv_1,2028,100277,9.0
upv_1,2028,100371,3.0
upv_4,2028,102071,1.2
upv_1,2028,102418,0.9
upv_4,2028,103446,0.9
upv_4,2028,104125,1.4
upv_4,2028,105495,1.0
upv_4,2028,105496,2.0
upv_4,2028,105504,3.0
upv_4,2028,105509,0.3
upv_4,2028,105510,0.3
upv_4,2028,105511,0.3
upv_4,2028,106191,0.3
upv_4,2028,106864,0.9
upv_4,2028,106873,1.0
upv_4,2028,107548,0.9
upv_4,2028,108245,0.5
upv_2,2028,108581,2.3
upv_4,2028,108924,0.5
upv_4,2028,108925,0.5
upv_4,2028,109597,0.4
upv_4,2028,110290,0.5
upv_4,2028,110291,0.7
upv_3,2028,110963,0.4
upv_4,2028,110975,1.1
upv_5,2028,110990,0.9
upv_3,2028,111097,1.5
upv_3,2028,111098,1.9
upv_4,2028,111672,0.9
upv_5,2028,111673,0.9
upv_5,2028,111674,0.9
upv_3,2028,111758,0.4
upv_4,2028,112349,0.9
upv_3,2028,112441,0.9
upv_4,2028,113714,1.0
upv_4,2028,115072,0.8
upv_4,2028,115078,1.0
upv_4,2028,115756,0.9
upv_4,2028,119988,1.5
upv_4,2028,126136,0.1
upv_5,2028,126819,5.4
upv_5,2028,136324,10.0
upv_2,2028,136574,0.5
upv_2,2028,136577,1.0
upv_2,2028,137258,0.5
upv_5,2028,141129,3.0
upv_5,2028,142480,21.0
upv_5,2028,145942,3.7
upv_5,2028,147968,0.2
upv_5,2028,158237,3.0
upv_4,2028,191310,25.0
upv_2,2029,52863,0.4
upv_1,2029,100277,9.0
upv_1,2029,100371,3.0
upv_4,2029,102071,1.2
upv_1,2029,102418,0.9
upv_4,2029,103446,0.9
upv_4,2029,104125,1.4
upv_4,2029,105495,1.0
upv_4,2029,105496,2.0
upv_4,2029,105504,3.0
upv_4,2029,105509,0.3
upv_4,2029,105510,0.3
upv_4,2029,105511,0.3
upv_4,2029,106191,0.3
upv_4,2029,106864,0.9
upv_4,2029,106873,1.0
upv_4,2029,107548,0.9
upv_4,2029,108245,0.5
upv_2,2029,108581,2.3
upv_4,2029,108924,0.5
upv_4,2029,108925,0.5
upv_4,2029,109597,0.4
upv_4,2029,110290,0.5
upv_4,2029,110291,0.7
upv_3,2029,110963,0.4
upv_4,2029,110975,1.1
upv_5,2029,110990,0.9
upv_3,2029,111097,1.5
upv_3,2029,111098,1.9
upv_4,2029,111672,0.9
upv_5,2029,111673,0.9
upv_5,2029,111674,0.9
upv_3,2029,111758,0.4
upv_4,2029,112349,0.9
upv_3,2029,112441,0.9
upv_4,2029,113714,1.0
upv_4,2029,115072,0.8
upv_4,2029,115078,1.0
upv_4,2029,115756,0.9
upv_4,2029,119988,1.5
upv_4,2029,126136,0.1
upv_5,2029,126819,5.4
upv_5,2029,136324,10.0
upv_2,2029,136574,0.5
upv_2,2029,136577,1.0
upv_2,2029,137258,0.5
upv_5,2029,141129,3.0
upv_5,2029,142480,21.0
upv_5,2029,145942,3.7
upv_5,2029,147968,0.2
upv_5,2029,158237,3.0
upv_4,2029,191310,25.0
upv_2,2030,52863,0.4
upv_1,2030,100277,9.0
upv_1,2030,100371,3.0
upv_4,2030,102071,1.2
upv_1,2030,102418,0.9
upv_4,2030,103446,0.9
upv_4,2030,104125,1.4
upv_4,2030,105495,1.0
upv_4,2030,105496,2.0
upv_4,2030,105504,3.0
upv_4,2030,105509,0.3
upv_4,2030,105510,0.3
upv_4,2030,105511,0.3
upv_4,2030,106191,0.3
upv_4,2030,106864,0.9
upv_4,2030,106873,1.0
upv_4,2030,107548,0.9
upv_4,2030,108245,0.5
upv_2,2030,108581,2.3
upv_4,2030,108924,0.5
upv_4,2030,108925,0.5
upv_4,2030,109597,0.4
upv_4,2030,110290,0.5
upv_4,2030,110291,0.7
upv_3,2030,110963,0.4
upv_4,2030,110975,1.1
upv_5,2030,110990,0.9
upv_3,2030,111097,1.5
upv_3,2030,111098,1.9
upv_4,2030,111672,0.9
upv_5,2030,111673,0.9
upv_5,2030,111674,0.9
upv_3,2030,111758,0.4
upv_4,2030,112349,0.9
upv_3,2030,112441,0.9
upv_4,2030,113714,1.0
upv_4,2030,115072,0.8
upv_4,2030,115078,1.0
upv_4,2030,115756,0.9
upv_4,2030,119988,1.5
upv_4,2030,126136,0.1
upv_5,2030,126819,5.4
upv_5,2030,136324,10.0
upv_2,2030,136574,0.5
upv_2,2030,136577,1.0
upv_2,2030,137258,0.5
upv_5,2030,141129,3.0
upv_5,2030,142480,21.0
upv_5,2030,145942,3.7
upv_5,2030,147968,0.2
upv_5,2030,158237,3.0
upv_4,2030,191310,25.0
upv_2,2031,52863,0.4
upv_1,2031,100277,9.0
upv_1,2031,100371,3.0
upv_4,2031,102071,1.2
upv_1,2031,102418,0.9
upv_4,2031,103446,0.9
upv_4,2031,104125,1.4
upv_4,2031,105495,1.0
upv_4,2031,105496,2.0
upv_4,2031,105504,3.0
upv_4,2031,105509,0.3
upv_4,2031,105510,0.3
upv_4,2031,105511,0.3
upv_4,2031,106191,0.3
upv_4,2031,106864,0.9
upv_4,2031,106873,1.0
upv_4,2031,107548,0.9
upv_4,2031,108245,0.5
upv_2,2031,108581,2.3
upv_4,2031,108924,0.5
upv_4,2031,108925,0.5
upv_4,2031,109597,0.4
upv_4,2031,110290,0.5
upv_4,2031,110291,0.7
upv_3,2031,110963,0.4
upv_4,2031,110975,1.1
upv_5,2031,110990,0.9
upv_3,2031,111097,1.5
upv_3,2031,111098,1.9
upv_4,2031,111672,0.9
upv_5,2031,111673,0.9
upv_5,2031,111674,0.9
upv_3,2031,111758,0.4
upv_4,2031,112349,0.9
upv_3,2031,112441,0.9
upv_4,2031,113714,1.0
upv_4,2031,115072,0.8
upv_4,2031,115078,1.0
upv_4,2031,115756,0.9
upv_4,2031,119988,1.5
upv_4,2031,126136,0.1
upv_5,2031,126819,5.4
upv_5,2031,136324,10.0
upv_2,2031,136574,0.5
upv_2,2031,136577,1.0
upv_2,2031,137258,0.5
upv_5,2031,141129,3.0
upv_5,2031,142480,21.0
upv_5,2031,145942,3.7
upv_5,2031,147968,0.2
upv_5,2031,158237,3.0
upv_4,2031,191310,25.0
upv_2,2032,52863,0.4
upv_1,2032,100277,9.0
upv_1,2032,100371,3.0
upv_4,2032,102071,1.2
upv_1,2032,102418,0.9
upv_4,2032,103446,0.9
upv_4,2032,104125,1.4
upv_4,2032,105495,1.0
upv_4,2032,105496,2.0
upv_4,2032,105504,3.0
upv_4,2032,105509,0.3
upv_4,2032,105510,0.3
upv_4,2032,105511,0.3
upv_4,2032,106191,0.3
upv_4,2032,106864,0.9
upv_4,2032,106873,1.0
upv_4,2032,107548,0.9
upv_4,2032,108245,0.5
upv_2,2032,108581,2.3
upv_4,2032,108924,0.5
upv_4,2032,108925,0.5
upv_4,2032,109597,0.4
upv_4,2032,110290,0.5
upv_4,2032,110291,0.7
upv_3,2032,110963,0.4
upv_4,2032,110975,1.1
upv_5,2032,110990,0.9
upv_3,2032,111097,1.5
upv_3,2032,111098,1.9
upv_4,2032,111672,0.9
upv_5,2032,111673,0.9
upv_5,2032,111674,0.9
upv_3,2032,111758,0.4
upv_4,2032,112349,0.9
upv_3,2032,112441,0.9
upv_4,2032,113714,1.0
upv_4,2032,115072,0.8
upv_4,2032,115078,1.0
upv_4,2032,115756,0.9
upv_4,2032,119988,1.5
upv_4,2032,126136,0.1
upv_5,2032,126819,5.4
upv_5,2032,136324,10.0
upv_2,2032,136574,0.5
upv_2,2032,136577,1.0
upv_2,2032,137258,0.5
upv_5,2032,141129,3.0
upv_5,2032,142480,21.0
upv_5,2032,158237,3.0
upv_4,2032,191310,25.0
upv_2,2033,52863,0.4
upv_1,2033,100277,9.0
upv_1,2033,100371,3.0
upv_4,2033,102071,1.2
upv_1,2033,102418,0.9
upv_4,2033,103446,0.9
upv_4,2033,104125,1.4
upv_4,2033,105495,1.0
upv_4,2033,105496,2.0
upv_4,2033,105504,3.0
upv_4,2033,105509,0.3
upv_4,2033,105510,0.3
upv_4,2033,105511,0.3
upv_4,2033,106191,0.3
upv_4,2033,106864,0.9
upv_4,2033,106873,1.0
upv_4,2033,107548,0.9
upv_4,2033,108245,0.5
upv_2,2033,108581,2.3
upv_4,2033,108924,0.5
upv_4,2033,108925,0.5
upv_4,2033,109597,0.4
upv_4,2033,110290,0.5
upv_4,2033,110291,0.7
upv_3,2033,110963,0.4
upv_4,2033,110975,1.1
upv_5,2033,110990,0.9
upv_3,2033,111097,1.5
upv_3,2033,111098,1.9
upv_4,2033,111672,0.9
upv_5,2033,111673,0.9
upv_5,2033,111674,0.9
upv_3,2033,111758,0.4
upv_4,2033,112349,0.9
upv_3,2033,112441,0.9
upv_4,2033,113714,1.0
upv_4,2033,115072,0.8
upv_4,2033,115078,1.0
upv_4,2033,115756,0.9
upv_4,2033,119988,1.5
upv_4,2033,126136,0.1
upv_5,2033,126819,5.4
upv_5,2033,136324,10.0
upv_2,2033,136574,0.5
upv_2,2033,136577,1.0
upv_2,2033,137258,0.5
upv_5,2033,142480,21.0
upv_5,2033,158237,3.0
upv_4,2033,191310,25.0
upv_2,2034,52863,0.4
upv_1,2034,100277,9.0
upv_1,2034,100371,3.0
upv_4,2034,102071,1.2
upv_1,2034,102418,0.9
upv_4,2034,103446,0.9
upv_4,2034,104125,1.4
upv_4,2034,105495,1.0
upv_4,2034,105496,2.0
upv_4,2034,105504,3.0
upv_4,2034,105509,0.3
upv_4,2034,105510,0.3
upv_4,2034,105511,0.3
upv_4,2034,106191,0.3
upv_4,2034,106864,0.9
upv_4,2034,106873,1.0
upv_4,2034,107548,0.9
upv_4,2034,108245,0.5
upv_2,2034,108581,2.3
upv_4,2034,108924,0.5
upv_4,2034,108925,0.5
upv_4,2034,109597,0.4
upv_4,2034,110290,0.5
upv_4,2034,110291,0.7
upv_3,2034,110963,0.4
upv_4,2034,110975,1.1
upv_5,2034,110990,0.9
upv_3,2034,111097,1.5
upv_3,2034,111098,1.9
upv_4,2034,111672,0.9
upv_5,2034,111673,0.9
upv_5,2034,111674,0.9
upv_3,2034,111758,0.4
upv_4,2034,112349,0.9
upv_3,2034,112441,0.9
upv_4,2034,113714,1.0
upv_4,2034,115072,0.8
upv_4,2034,115078,1.0
upv_4,2034,115756,0.9
upv_4,2034,119988,1.5
upv_4,2034,126136,0.1
upv_5,2034,126819,5.4
upv_5,2034,136324,10.0
upv_2,2034,136574,0.5
upv_2,2034,136577,1.0
upv_2,2034,137258,0.5
upv_5,2034,142480,21.0
upv_5,2034,158237,3.0
upv_4,2034,191310,25.0
upv_2,2035,52863,0.4
upv_1,2035,100277,9.0
upv_1,2035,100371,3.0
upv_4,2035,102071,1.2
upv_1,2035,102418,0.9
upv_4,2035,103446,0.9
upv_4,2035,104125,1.4
upv_4,2035,105495,1.0
upv_4,2035,105496,2.0
upv_4,2035,105504,3.0
upv_4,2035,105509,0.3
upv_4,2035,105510,0.3
upv_4,2035,105511,0.3
upv_4,2035,106191,0.3
upv_4,2035,106864,0.9
upv_4,2035,106873,1.0
upv_4,2035,107548,0.9
upv_4,2035,108245,0.5
upv_2,2035,108581,2.3
upv_4,2035,108924,0.5
upv_4,2035,108925,0.5
upv_4,2035,109597,0.4
upv_4,2035,110290,0.5
upv_4,2035,110291,0.7
upv_3,2035,110963,0.4
upv_4,2035,110975,1.1
upv_5,2035,110990,0.9
upv_3,2035,111097,1.5
upv_3,2035,111098,1.9
upv_4,2035,111672,0.9
upv_5,2035,111673,0.9
upv_5,2035,111674,0.9
upv_3,2035,111758,0.4
upv_4,2035,112349,0.9
upv_3,2035,112441,0.9
upv_4,2035,113714,1.0
upv_4,2035,115072,0.8
upv_4,2035,115078,1.0
upv_4,2035,115756,0.9
upv_4,2035,119988,1.5
upv_4,2035,126136,0.1
upv_5,2035,126819,5.4
upv_5,2035,136324,10.0
upv_2,2035,136574,0.5
upv_2,2035,136577,1.0
upv_2,2035,137258,0.5
upv_5,2035,142480,21.0
upv_5,2035,158237,3.0
upv_4,2035,191310,25.0
upv_2,2036,52863,0.4
upv_1,2036,100277,9.0
upv_1,2036,100371,3.0
upv_4,2036,102071,1.2
upv_1,2036,102418,0.9
upv_4,2036,103446,0.9
upv_4,2036,104125,1.4
upv_4,2036,105495,1.0
upv_4,2036,105496,2.0
upv_4,2036,105504,3.0
upv_4,2036,105509,0.3
upv_4,2036,105510,0.3
upv_4,2036,105511,0.3
upv_4,2036,106191,0.3
upv_4,2036,106864,0.9
upv_4,2036,106873,1.0
upv_4,2036,107548,0.9
upv_4,2036,108245,0.5
upv_2,2036,108581,2.3
upv_4,2036,108924,0.5
upv_4,2036,108925,0.5
upv_4,2036,109597,0.4
upv_4,2036,110290,0.5
upv_4,2036,110291,0.7
upv_3,2036,110963,0.4
upv_4,2036,110975,1.1
upv_5,2036,110990,0.9
upv_3,2036,111097,1.5
upv_3,2036,111098,1.9
upv_4,2036,111672,0.9
upv_5,2036,111673,0.9
upv_5,2036,111674,0.9
upv_3,2036,111758,0.4
upv_4,2036,112349,0.9
upv_3,2036,112441,0.9
upv_4,2036,113714,1.0
upv_4,2036,115072,0.8
upv_4,2036,115078,1.0
upv_4,2036,115756,0.9
upv_4,2036,119988,1.5
upv_4,2036,126136,0.1
upv_5,2036,126819,5.4
upv_5,2036,136324,10.0
upv_2,2036,136574,0.5
upv_2,2036,136577,1.0
upv_2,2036,137258,0.5
upv_5,2036,142480,21.0
upv_5,2036,158237,3.0
upv_4,2036,191310,25.0
upv_2,2037,52863,0.4
upv_1,2037,100277,9.0
upv_1,2037,100371,3.0
upv_4,2037,102071,1.2
upv_1,2037,102418,0.9
upv_4,2037,103446,0.9
upv_4,2037,104125,1.4
upv_4,2037,105495,1.0
upv_4,2037,105496,2.0
upv_4,2037,105504,3.0
upv_4,2037,105509,0.3
upv_4,2037,105510,0.3
upv_4,2037,105511,0.3
upv_4,2037,106191,0.3
upv_4,2037,106864,0.9
upv_4,2037,106873,1.0
upv_4,2037,107548,0.9
upv_4,2037,108245,0.5
upv_2,2037,108581,2.3
upv_4,2037,108924,0.5
upv_4,2037,108925,0.5
upv_4,2037,109597,0.4
upv_4,2037,110290,0.5
upv_4,2037,110291,0.7
upv_3,2037,110963,0.4
upv_4,2037,110975,1.1
upv_3,2037,111097,1.5
upv_3,2037,111098,1.9
upv_4,2037,111672,0.9
upv_5,2037,111673,0.9
upv_5,2037,111674,0.9
upv_3,2037,111758,0.4
upv_4,2037,112349,0.9
upv_3,2037,112441,0.9
upv_4,2037,113714,1.0
upv_4,2037,115072,0.8
upv_4,2037,115078,1.0
upv_4,2037,115756,0.9
upv_4,2037,119988,1.5
upv_4,2037,126136,0.1
upv_5,2037,126819,5.4
upv_5,2037,136324,10.0
upv_2,2037,136574,0.5
upv_2,2037,136577,1.0
upv_2,2037,137258,0.5
upv_5,2037,142480,21.0
upv_5,2037,158237,3.0
upv_4,2037,191310,25.0
upv_1,2038,100277,9.0
upv_1,2038,100371,3.0
upv_4,2038,102071,1.2
upv_1,2038,102418,0.9
upv_4,2038,104125,1.4
upv_4,2038,105496,2.0
upv_4,2038,105504,3.0
upv_4,2038,105509,0.3
upv_4,2038,105510,0.3
upv_4,2038,105511,0.3
upv_4,2038,106191,0.3
upv_4,2038,106864,0.9
upv_4,2038,106873,1.0
upv_4,2038,107548,0.9
upv_2,2038,108581,2.3
upv_4,2038,108924,0.5
upv_4,2038,109597,0.4
upv_4,2038,110290,0.5
upv_4,2038,110291,0.7
upv_3,2038,110963,0.4
upv_4,2038,110975,1.1
upv_3,2038,111097,1.5
upv_3,2038,111098,1.9
upv_5,2038,111673,0.9
upv_3,2038,111758,0.4
upv_4,2038,112349,0.9
upv_3,2038,112441,0.9
upv_4,2038,113714,1.0
upv_4,2038,115072,0.8
upv_4,2038,115078,1.0
upv_4,2038,115756,0.9
upv_5,2038,136324,10.0
upv_2,2038,136574,0.5
upv_2,2038,136577,1.0
upv_2,2038,137258,0.5
upv_5,2038,142480,21.0
upv_5,2038,158237,3.0
upv_4,2038,191310,25.0
upv_1,2039,100277,9.0
upv_4,2039,102071,1.2
upv_1,2039,102418,0.9
upv_4,2039,104125,1.4
upv_4,2039,105496,2.0
upv_4,2039,105504,3.0
upv_2,2039,108581,2.3
upv_4,2039,108924,0.5
upv_4,2039,110290,0.5
upv_4,2039,110291,0.7
upv_3,2039,111097,1.5
upv_3,2039,111758,0.4
upv_4,2039,112349,0.9
upv_3,2039,112441,0.9
upv_4,2039,113714,1.0
upv_4,2039,115072,0.8
upv_4,2039,115078,1.0
upv_4,2039,115756,0.9
upv_5,2039,142480,21.0
upv_5,2039,158237,3.0
upv_4,2039,191310,25.0
